id,offer_id,task_type,amount,content,url,thumbnail_url
6629,2216,social,0.25,"{ ""message"": """", ""description"": ""I'm excited to try DRY'®s less sweet sodas, made with just four all natural ingredients, including just a little bit of pure cane sugar."", ""picture"": ""http://product-images.ibotta.com/offer/MNRXg62xRJDiF29PT3Q-iQ-normal.png"", ""link"": ""http://facebook.com/DRYSoda"", ""name"": ""DRY® Soda"", ""caption"": ""facebook.com/DRYSoda"" }",http://product-images.ibotta.com/offer/MNRXg62xRJDiF29PT3Q-iQ-normal.png,http://product-images.ibotta.com/offer/MNRXg62xRJDiF29PT3Q-iQ-normal.png
6630,2216,fact,0.25,"Did you know that DRY® is 
less sweet soda and has a 
fraction of the sugar found 
in traditional sodas? 

Sweetened only with pure cane sugar, DRY®  has just 45 to 70 calories per 12 oz. can!",,
6633,2218,social,0.25,"{ ""message"": """", ""description"": ""I'm excited to try DRY'®s less sweet sodas, made with just four all natural ingredients, including just a little bit of pure cane sugar."", ""picture"": ""http://product-images.ibotta.com/offer/MNRXg62xRJDiF29PT3Q-iQ-normal.png"", ""link"": ""http://facebook.com/DRYSoda"", ""name"": ""DRY® Soda"", ""caption"": ""facebook.com/DRYSoda"" }",http://product-images.ibotta.com/offer/MNRXg62xRJDiF29PT3Q-iQ-normal.png,http://product-images.ibotta.com/offer/MNRXg62xRJDiF29PT3Q-iQ-normal.png
6634,2218,fact,0.25,"Did you know that DRY® is 
less sweet soda and has a 
fraction of the sugar found 
in traditional sodas? 

Sweetened only with pure cane sugar, DRY®  has just 45 to 70 calories per 12 oz. can!",,
7042,2353,fact,1.5,"Did you know when using Ibotta at Ridley's you don't have to take a picture of your receipt? 

Just make sure the advantage card number on the bottom of your receipt matches what you have in Ibotta!

",,
7044,2353,poll,1.5,"Are you a Medallion Customer at Ridleys?
(Look at the bottom of your receipt to check!)",,
7046,2353,social,2,"{ ""message"": """", ""description"": ""Now shopping at Ridley's is even more rewarding - I earned $5 for shopping using #Ibotta! Learn more at fb.com/IbottaApp"", ""picture"": ""http://product-images.ibotta.com/offer/Fy1_scs3JZ6Ip_DbjyQh9A-normal.png"", ""link"": ""http://facebook.com/ridleysmarket"", ""name"": ""Ridley's Family Market"", ""caption"": ""facebook.com/ridleysmarket"" }
",,
7047,2354,fact,0.5,"The reason that Ridley's Famous Fried chicken tastes fresher and better, is because it is! 

We use only fresh, never-frozen chicken and hand bread it each day so your fried chicken is golden and crispy!

",,
7048,2354,poll,1,When was the last time you bought Fried Chicken at Ridley's?,,
7049,2354,social,1.5,"{ ""message"": """", ""description"": ""Tell your friends: Ridley's Family Markets has my favorite Fried Chicken! Like Ridley's on Facebook: fb.com/ridleysmarket"", ""picture"": ""http://product-images.ibotta.com/offer/qarfhw9GjaiPY51efQ6cxA-normal.png"", ""link"": ""http://facebook.com/ridleysmarket"", ""name"": ""Ridley's Family Market"", ""caption"": ""facebook.com/ridleysmarket"" }",,
7096,2368,poll,0.5,How many different dinnerware patterns do you currently own?,,
7097,2368,quiz,0.5,Corelle® Dinnerware:,,
7099,2368,social,1,"{ ""message"": """", ""description"": ""A special meal calls for a special table. Since holiday meals are about as special as it gets, it’s time to wow your crowd with a Corelle® dinnerware set! Check out all the dinnerware collections: http://bit.ly/CorelleDinnerware"", ""picture"": ""http://product-images.ibotta.com/offer/3W5QuGzFWZq6e07FwHtdPA-normal.png"", ""link"": ""http://bit.ly/CorelleDinnerware"", ""name"": ""Corelle® Dinnerware"", ""caption"": ""http://bit.ly/CorelleDinnerware"" }

",,
7100,2369,poll,0.25,"Do you currently have chipped dishes in your cabinet? 
(Don’t worry, we won’t tell anyone!)",,
7101,2369,fact,0.25,"Rule of thumb: White dinnerware is the foundation for a great table setting.  

Add in different patterns for that personal style touch!",,
7112,2369,twitter,0.5,Save on Corelle at your favorite retail stores using @IbottaApp! Vist our website: http://bit.ly/CorelleServeware,http://product-images.ibotta.com/offer/B83CksGLgtdtVQBfglANfQ-normal.png,http://product-images.ibotta.com/offer/B83CksGLgtdtVQBfglANfQ-normal.png
7130,2378,fact,0.25,"So, just what is a Pie Pop?!
JC’s Pie Pops are a creamy, crunchy, INCREDIBLE all-natural frozen cream dessert! They’re seriously delicious and super addictive!

",https://s3.amazonaws.com/ibotta-static-assets/brands/JC%27s+Pie+Pops/Strawberry_Cream.png,https://s3.amazonaws.com/ibotta-static-assets/brands/JC%27s+Pie+Pops/Strawberry_Cream.png
7165,2378,poll,0.25,Which JC's Pie Pops flavor satisfies your sweet tooth?,,
7166,2378,social,0.5,"{ ""message"": """", ""description"": ""JC's Pie Pops: The Greatest American Tradition, Frozen On A Stick! Creamy, Crunchy, Incredible. Like JC's Pie Pops on Facebook: FB.com/piepops"", ""picture"": ""http://product-images.ibotta.com/offer/mEquLBIVn_EsygEzhvcvAA-normal.png"", ""link"": ""http://facebook.com/piepops"", ""name"": ""JC's Pie Pops"", ""caption"": ""facebook.com/piepops"" }

",,
7275,2419,testify,0.25,What flavor of Nature Valley® Breakfast Biscuits would you like to see next?,,
7286,2419,quiz,0.25,"True or False: NEW Nature Valley® Breakfast Biscuits give you long lasting energy, from 26 grams of whole grain. ",,
7290,2419,social,0.25,"{ ""message"": """", ""description"": ""You hike. You ski. You bike. You're always outside. Nature Valley® Breakfast Biscuits are made for your life on the go! Share your stories with Nature Valley® using #MyAdventure"", ""picture"": ""http://product-images.ibotta.com/offer/Lwwlpo8n2amKaP5SiUFEgw-normal.png"", ""link"": ""http://facebook.com/naturevalley"", ""name"": ""Nature Valley® Breakfast Biscuits"", ""caption"": ""facebook.com/naturevalley"" }",http://product-images.ibotta.com/offer/Lwwlpo8n2amKaP5SiUFEgw-normal.png,http://product-images.ibotta.com/offer/Lwwlpo8n2amKaP5SiUFEgw-normal.png
7283,2420,fact,0.25,"NEW Despicable Me Fruit Snacks are made with REAL fruit juice and are an excellent source of Vitamin C, for a tasty snack both kids and moms can smile about. Pick some up at Food Lion today!",,
7293,2420,testify,0.25,What fruit snacks do you typically purchase?,,
7377,2420,poll,0.25,Have you previously purchased Betty Crocker® Despicable Me Fruit Snacks?,,
7287,2421,how_to,0.25,"With Fruit by the Foot® Flavor Mixers, you can create your own flavor combo!

Choose from any of the four tasty flavors:
• Cherry
• Orange
• Raspberry
• Grape

What fruity combination will you come up with next?",,
7289,2421,social,0.5,"{ ""message"": """", ""description"": ""Smiles in every box: unwrap fun with Betty Crocker® fruit snacks, featuring new Fruit by the Foot® Flavor Mixers! The perfect addition to a lunch box or an after school snack."", ""picture"": ""http://product-images.ibotta.com/offer/DuaX25U9GMir3X_RkDpDQg-normal.png"", ""link"": ""http://facebook.com/bettycrocker"", ""name"": ""Fruit by the Foot®"", ""caption"": ""facebook.com/bettycrocker"" }",http://product-images.ibotta.com/offer/DuaX25U9GMir3X_RkDpDQg-normal.png,http://product-images.ibotta.com/offer/DuaX25U9GMir3X_RkDpDQg-normal.png
7299,2421,poll,0.25,When was the last time you shopped at Food Lion?,,
7274,2422,video,0.5,,http://static-77.ibotta.com/videos/7274/59d24422-f53f-4b43-9df6-a7f20d60101d.mp4,http://product-images.ibotta.com/offer/WqrQbH3DPMRwkmnJoCl3UQ-normal.png
7279,2422,fact,0.25,"Your favorite Cinnamon Toast Crunch™ cereal has a new twist:

Introducing Chocolate Toast Crunch™, with real cocoa in every delicious bite!",,
7291,2422,how_to,0.25,"Crave those crazy squares™?

Now you can meet them! Find out who slurps milk, who's attracted to the color blue and endless other fun facts about your favorite cereal pals!

Just visit:  
www.crazysquares.com/meet.html",,
7280,2423,poll_multi,0.25,How will you enjoy Fiber One® Protein?,,
7281,2423,quiz,0.25,Fiber One® Protein Maple Brown Sugar has:,,
7288,2423,how_to,0.5,"Try the Fiber One® Cereal Challenge!

Eat Fiber One® Protein in Maple Brown Sugar or another Fiber One® variety for a week and see if you feel the difference! 

Check out The Challenge:
http://www.fiberone.com/cereal-challenge",https://s3.amazonaws.com/ibotta-static-assets/brands/general+mills/FiberOneforFACT.png,https://s3.amazonaws.com/ibotta-static-assets/brands/general+mills/FiberOneforFACT.png
7329,2450,poll,0.25,Have you ever tried REDBUD FARMS™ Ice Cream?,,
7330,2450,testify,0.25,What other REDBUD FARMS™ products have you tried?,,
7332,2450,social,0.5,"{ ""message"": """", ""description"": ""REDBUD FARMS™ Ice Cream is a rich and creamy frozen treat with 15 delicious flavors that are reminiscent of Oklahoma. From Cherokee County Road to Chocolate 4 Wheelin' and Sooner Chocolate Almond, you're in for a truly delicious experience!"", ""picture"": ""https://s3.amazonaws.com/ibotta-static-assets/brands/Reasor%27s/RBF_VanIceCream.png"", ""link"": ""http://facebook.com/Reasors"", ""name"": ""REDBUD FARMS™ Ice Cream"", ""caption"": ""facebook.com/Reasors"" }",https://s3.amazonaws.com/ibotta-static-assets/brands/Reasor%27s/RBF_VanIceCream.png,https://s3.amazonaws.com/ibotta-static-assets/brands/Reasor%27s/RBF_VanIceCream.png
7341,2454,recipe,0.25,"Italian Bruschetta Grilled Chicken Salad

Ingredients:

• 4 NatureRaised Farms™ Grilled Chicken Breast Strips
• 4 6-inch flatbreads
• 1½ cup romaine lettuce blend, fresh
• 1/2 cup fresh mozzarella cheese (4 ounces), sliced
• 16 each kalamata olives, pitted, drained
• Butter-flavored oil, to taste
• 1 cup balsamic vinaigrette, commercially prepared

Bruschetta Tomatoes
• 2 cups bruschetta chopped tomato blend, commercially prepared, refrigerated
• 1/4 cup balsamic vinaigrette, commercially prepared
• 1 Tablespoon red onion, diced

Directions:

Step 1: Prepare NatureRaised Farms™ Grilled Chicken Breast Strips according to package instructions; slice and set aside.

Step 2: Combine chopped tomato blend, balsamic vinaigrette, and red onion in a bowl and toss to blend, refrigerate.

Assembly
1. Into a mixing bowl, toss ¼ cup of balsamic vinaigrette with 3 ounces of lettuce blend; top with 2 slices mozzarella cheese, 1 chicken strip and 4 olives; finish salad with ½ cup bruschetta tomatoes.

2. Brush 1 flatbread lightly with oil; heat on preheated panini grill set on 7 (medium-high heat) for 1 to 2 minutes, or until golden and crisp. Slice in quarters and arrange around outer edge of salad.",,
7342,2454,quiz,0.25,NatureRaised Farms™:,,
7343,2454,social,0.5,"{ ""message"": ""Doing What’s Right, Right from the Start™ - Earn money for buying NatureRaised Farms™ Chicken Breast using Ibotta at Target."", ""description"": ""Doing What’s Right, Right from the Start™ - No Antibiotics Ever • 100% Vegetarian Diet • 100% All-Natural"", ""picture"": ""http://product-images.ibotta.com/offer/tbecGX4BTYqpmLF6Ww5Ehg-normal.png"", ""link"": ""http://www.facebook.com/NatureRaisedFarms"", ""name"": ""NatureRaised Farms™"", ""caption"": ""http://www.facebook.com/NatureRaisedFarms"" }",,
7420,2480,fact,1,There are 25 lbs. of fresh chicken used to make a 30 lb. bag of Bil-Jac® Select Adult Dog Food. More fresh chicken used than any other dry dog food brand.,,
7421,2480,poll,1,How well do you know Bil-Jac® Dry Dog Food?,,
7422,2480,video,1,,http://static-77.ibotta.com/brands/bil-jac/Amino%20Acid%20Web%20Final%20120213.mp4,http://product-images.ibotta.com/offer/mfRo3GXLVsSDKUMBXQD1lw-normal.png
7423,2481,fact,2,There are 25 lbs. of fresh chicken used to make a 30 lb. bag of Bil-Jac® Select Adult Dog Food. More fresh chicken used than any other dry dog food brand.,,
7424,2481,poll,2,How well do you know Bil-Jac® Dry Dog Food?,,
7425,2481,video,3,,http://static-77.ibotta.com/brands/bil-jac/Amino%20Acid%20Web%20Final%20120213.mp4,http://product-images.ibotta.com/offer/9sRamEBigxYoRIQUlp8LbA-normal.png
7426,2482,fact,1,There are 25 lbs. of fresh chicken used to make a 30 lb. bag of Bil-Jac® Select Adult Dog Food. More fresh chicken used than any other dry dog food brand.,,
7427,2482,poll,2,How well do you know Bil-Jac® Dry Dog Food?,,
7428,2482,video,2,,http://static-77.ibotta.com/brands/bil-jac/Amino%20Acid%20Web%20Final%20120213.mp4,http://product-images.ibotta.com/offer/9sRamEBigxYoRIQUlp8LbA-normal.png
7464,2496,quiz,0.25,True or False: RUNA® Tea's Guayusa is packed with antioxidants - compounds that fight free radicals and may help stave off premature aging and cell death.,,
7465,2496,testify,0.25,What RUNA® products have you tried?,,
7466,2496,twitter,0.5,Turn up the heat on your energy with @DrinkRuna Hot Tea Boxes! #fullyalive #cleanenergy #drinkruna,http://product-images.ibotta.com/offer/CVCPdZl4bKElgcCATowGBA-normal.png,http://product-images.ibotta.com/offer/CVCPdZl4bKElgcCATowGBA-normal.png
7502,2508,twitter,1.25,"Water is key to helping your body be the best it can be. With @BritaUSA, improving your health is great-tasting!",http://bit.ly/zx21,
7506,2508,fact,0.75,Did you know that replacing one sugary beverage with Brita water could save you 150 calories or more?,,
7593,2508,poll,1,Were you considering purchasing a Brita® pitcher prior to seeing this Ibotta offer?,,
7503,2509,social,0.75,"{ ""message"": """", ""description"": ""NEW Brita® Hard-Sided Bottles: Built to keep up with your active lifestyle! It’s great for the gym, the office, or anywhere else you need great-tasting water on the go. Sip away and visit Brita®'s Facebook page: FB.com/BritaUSA"", ""picture"": ""http://product-images.ibotta.com/offer/qlnTwBrc3EK2E565idbq1g-normal.png"", ""link"": ""http://facebook.com/BritaUSA"", ""name"": ""Brita®"", ""caption"": ""facebook.com/BritaUSA"" }",http://product-images.ibotta.com/offer/qlnTwBrc3EK2E565idbq1g-normal.png,http://product-images.ibotta.com/offer/qlnTwBrc3EK2E565idbq1g-normal.png
7504,2509,how_to,0.5,"Hard: Running on a Treadmill for 1 hour. 
Easy: Replacing 1 sugary drink with a glass of Brita® water.

This New Year, keep your 2014 health resolutions in line with Brita®'s help. Drinking more water can help you lose weight, and you can make it taste better with Brita®.

For more healthier options for a healthier you, visit: www.brita.com",https://s3.amazonaws.com/ibotta-static-assets/brands/Brita/equation-health.png,https://s3.amazonaws.com/ibotta-static-assets/brands/Brita/equation-health.png
7505,2509,quiz,0.25,True or False: 1 Brita® Bottle filter in a standard 16.9 oz. bottle can replace as many as 300 water bottles.,,
7507,2510,fact,0.25,"Kickstart your day with the perfect balance between convenience, taste and nutrition.

New Quaker® Breakfast Shakes have 8g of whole grain and 10g of protein. 

Try them in delicious chocolate, vanilla and strawberry flavors!",,
7509,2510,poll_multi,0.5,"Which flavor of Quaker® Breakfast Shake are you most excited to try?

",,
8513,2510,social,0.5,"{ ""message"": """", ""description"": ""Always on-the-go? Yes, we know! All 3 flavors of Quaker® Breakfast Shakes provide a quick and convenient way for you to help fuel your morning!"", ""picture"": ""http://product-images.ibotta.com/offer/HH40RLibH0iLeoCdrpJRzA-normal.png"", ""link"": ""http://www.quakeroats.com/products/other-products/quaker-breakfast-shakes/chocolate.aspx"", ""name"": ""Quaker® Breakfast Shakes"", ""caption"": ""http://www.quakeroats.com/products/other-products/quaker-breakfast-shakes/chocolate.aspx"" }",,
7697,2573,twitter,0.75,Perfect-pairings and great value! @chilis Southwest Pairings menu lets you choose from a variety of options + rice and beans - for just $8!,,
7698,2573,poll,0.5,When was the last time you ate at Chili's?,,
7699,2573,fact,0.5,"Chili's new Southwest Pairings are just $8.

Featuring all new items like Tacos, Enchiladas, Tostadas and more. Pick any two and create your perfect combination for just $8.

Learn even more at http://bit.ly/1aedhbh and create your perfect pairing tonight.",,
7703,2576,social,0.75,"{ ""message"": """", ""description"": ""Chili's NEW Fresh Mex bowls are prepared with layer after layer of fresh ingredients and bold Southwest flavors! Enjoy one tonight, and share with friends: http://FB.com/Chilis"", ""picture"": ""https://s3.amazonaws.com/ibotta-static-assets/brands/chili%27s/Chili%27sFBLogo.jpg"", ""link"": ""http://facebook.com/Chilis"", ""name"": ""Chili's"", ""caption"": ""http://facebook.com/Chilis"" }",https://s3.amazonaws.com/ibotta-static-assets/brands/chili%27s/Chili%27sFBLogo.jpg,https://s3.amazonaws.com/ibotta-static-assets/brands/chili%27s/Chili%27sFBLogo.jpg
7704,2576,fact,0.5,"Chili’s NEW Fresh mex bowls have fresh flavors layered in every bite.

When it comes to creating Fresh Mex Bowls, the fresher, the better. That's why Chili's chefs prepare each bowl by hand using only the freshest, high-quality ingredients.
 ",,
7705,2576,video,0.5,,http://static-77.ibotta.com/videos/7628/b30e0a88-48cd-45f0-9a15-7d544ecbf340.mp4,http://product-images.ibotta.com/offer/G4olwc_ttJVtUSjeA4HPcA-normal.png
7727,2584,fact,0.25,"All Enjoy Life® Seed & Fruit Mixes are Gluten, Wheat, Dairy, Peanut, Tree Nut, Egg, Soy, Fish AND Shellfish FREE.",,
7728,2584,poll_multi,0.25,How are you most likely to eat Enjoy Life® Seed and Fruit Mix?,,
7729,2584,twitter,0.25,Mountain Mambo to an allergy-free tune as you snack! Earn money for buying @enjoylifefoods with @IbottaApp!,http://product-images.ibotta.com/offer/5cdJiTJasOrEjIKnfElt5w-normal.png,
7730,2585,fact,0.25,"Throughout history, the lentil has proven to be one of the best sources of plant-based protein.  Try Enjoy Life’s® lentil-based, better-for-you chip today!",,
7731,2585,poll,0.25,Why do you look for better-for-you snacks such as Plentils?,,
7732,2585,social,0.25,"{ ""message"": """", ""description"": ""Chips with Benefits? I’m eating freely by earning money for buying Enjoy Life® Plentils using Ibotta! Enjoy an allergy-friendly and gluten-free life on Facebook: FB.com/enjoylifefoods"", ""picture"": ""http://product-images.ibotta.com/offer/vNmpIEhE54uWvHy7keUbTw-normal.png"", ""link"": ""http://facebook.com/enjoylifefoods"", ""name"": ""Enjoy Life® Plentils"", ""caption"": ""facebook.com/enjoylifefoods"" }",http://product-images.ibotta.com/offer/vNmpIEhE54uWvHy7keUbTw-normal.png,http://product-images.ibotta.com/offer/vNmpIEhE54uWvHy7keUbTw-normal.png
7795,2608,quiz,0.25,Revolution Foods Meal Kits:,,
7796,2608,social,0.5,"{ ""message"": """", ""description"": ""Join the revolution to change the way America eats! Founded by two moms, Revolution Foods provides access to healthy meals in schools and in stores. Like them if you support their mission and want to be the first to know about new products and promotions! http://on.fb.me/17ncS3P"", ""picture"": ""http://product-images.ibotta.com/offer/YWPn2NeSb97WqwUK9EIcMw-normal.png"", ""link"": ""http://facebook.com/RevolutionFoods"", ""name"": ""Revolution Foods"", ""caption"": ""facebook.com/RevolutionFoods"" }",http://product-images.ibotta.com/offer/YWPn2NeSb97WqwUK9EIcMw-normal.png,http://product-images.ibotta.com/offer/YWPn2NeSb97WqwUK9EIcMw-normal.png
7797,2608,poll,0.25,What is the top reason you’re interested in trying Revolution Foods Meal Kits?,,
7901,2644,fact,0.25,"Did you know frozen vegetables are as nutritious as fresh?  

Make sure you always have vegetables on hand by stocking up on your favorite Green Giant frozen varieties at your neighborhood H-E-B!",,
7902,2644,social,0.5,"{ ""message"": """", ""description"": ""I'm taking 'One Giant Pledge' to eat one more vegetable a day! You can too, at: Facebook.com/GreenGiant"", ""picture"": ""http://static.ibotta.com/brands/general+mills/green+giant/GreenGiantPledge.png"", ""link"": ""http://facebook.com/GreenGiant"", ""name"": ""Green Giant® Seasoned Steamers at H-E-B!"", ""caption"": ""facebook.com/GreenGiant"" }

",,
7908,2649,fact,0.5,"Totinos® Pizza Rolls are now available in two BOLD flavors!

Jalapeno Popper and Buffalo Chicken!",https://s3.amazonaws.com/ibotta-static-assets/brands/general+mills/totino%27s/Totinos__bothflavors.png,
7916,2649,quiz,0.5,How long does it take to prepare Totinos® Pizza Rolls?,,
7913,2651,fact,0.25,"Did you know that all EVOL products use only the finest ingredients and are always free of preservatives, hormones and artificials? 

Well, now you do. 

Now go get some deliciousness!!",,
7914,2651,poll,0.25,How often do you purchase an EVOL Food’s product?,,
7915,2651,video,0.5,,http://static-77.ibotta.com/brands/evol%20foods/EVOL%20NATURAL%20FOOD%20STOP%20MOTION%2043.mp4,http://product-images.ibotta.com/offer/G0cNkhtwm8K9JqxDdDAFpg-large.png
7919,2652,poll,0.25,How often do you buy Totinos® Pizza?,,
7925,2653,poll,1,What is your favorite Mexican meal?,,
7926,2653,social,1,"{ ""message"": """", ""description"": ""Tell your friends! Old El Paso™ now has a full line of delicious Mexican Entrees at your neighborhood H-E-B!"", ""picture"": ""http://product-images.ibotta.com/offer/mLqI7JDo_hEiiX7-CmCEJQ-normal.png"", ""link"": ""http://facebook.com/oldelpaso"", ""name"": ""Old El Paso™ Frozen Entrees"", ""caption"": ""facebook.com/oldelpaso"" }",,
7922,2654,video,0.5,,http://static-77.ibotta.com/brands/evol%20foods/EVOL%20NATURAL%20FOOD%20STOP%20MOTION%2043.mp4,http://product-images.ibotta.com/offer/eNrP3hPW87CL4FsvOSZ2UA-normal.png
7923,2654,poll,0.25,When will you use your EVOL skillet meal?,,
7924,2654,social,0.25,"{ ""message"": """", ""description"": ""EVOL Skillet Meals for two - now that’s crazy deliciousness! You have to check out these flavors like Chicken Tikka Masala, Butternut Squash & Sage Ravioli and what?! Bacon Mac & Cheese! Pick up a bag at Target today!"", ""picture"": ""http://product-images.ibotta.com/offer/eNrP3hPW87CL4FsvOSZ2UA-normal.png"", ""link"": ""http://facebook.com/evolfoods/app_208068066013001"", ""name"": ""EVOL Foods®"", ""caption"": ""http://facebook.com/evolfoods/app_208068066013001"" }",http://product-images.ibotta.com/offer/eNrP3hPW87CL4FsvOSZ2UA-normal.png,http://product-images.ibotta.com/offer/eNrP3hPW87CL4FsvOSZ2UA-normal.png
7929,2655,how_to,0.5,Top a hot Toaster Strudel with Ice Cream for a quick and easy Pie A La Mode for one!,https://s3.amazonaws.com/ibotta-static-assets/brands/general+mills/toasterstrudelforhowto.png,
7933,2657,quiz,0.5,Yoplait® Go-Gurt®:,,
7934,2657,social,0.5,"{ ""message"": """", ""description"": ""Go-Gurt® is specially made to freeze and thaw by lunchtime. The coolest calcium at lunch! Learn more at www.yoplait.com"", ""picture"": ""http://product-images.ibotta.com/offer/AgxuuPwBdjxtnqVspr-Sxw-normal.png"", ""link"": ""http://facebook.com/Yoplait"", ""name"": ""Yoplait® Go-Gurt®"", ""caption"": ""facebook.com/Yoplait"" }",,
7935,2658,social,1,"{ ""message"": """", ""description"": ""Did you know Pillsbury makes Gluten Free Pie Crust, Pizza Crust, and Cookie Dough? Learn more at pillsbury.com/products/gluten-free/"", ""picture"": ""http://product-images.ibotta.com/offer/cGCw1Pj5o3WZf6jy1tUw5w-normal.png"", ""link"": ""http://facebook.com/Pillsbury?v=app_10442206389"", ""name"": ""Pillsbury® Gluten Free"", ""caption"": ""facebook.com/Pillsbury?v=app_10442206389"" }",,
7936,2658,poll,1,Which product is most appealing to you?,,
7969,2668,poll,0.5,What is your favorite sport to watch while snacking on Nathan’s Famous® snacks?,,
7970,2668,testify,0.5,What is the next Nathan’s Famous® Snack item you would like to see?,,
8180,2737,poll,0.25,When was the last time you bought Old El Paso™ products?,,
8181,2737,social,0.5,"{ ""message"": """", ""description"": ""Hosting for the big game? Mix it up with Mexican! Try Mini 7 Layer Dips or Enchilada Pizza. oldelpaso.com/recipes"", ""picture"": ""http://static.ibotta.com/brands/general+mills/kroger/MiniTacoDip.jpg"", ""link"": ""http://facebook.com/oldelpaso"", ""name"": ""Old El Paso™"", ""caption"": ""facebook.com/oldelpaso"" }",http://product-images.ibotta.com/offer/ZJmMJARgRnl1jScqET3ZBQ-normal.png,http://product-images.ibotta.com/offer/ZJmMJARgRnl1jScqET3ZBQ-normal.png
8182,2737,recipe,0.25,"Chicken Enchilada Pizza

Ingredients:
• 2 boneless, skinless chicken breasts, cooked and shredded
• 4 tortillas
• 1 can Old El Paso® Refried Beans
• 1/2 red onion, diced
• 1/2 teaspoon ground cumin
• 1 teaspoon paprika
• 1 teaspoon chili powder
• 1 cup of Old El Paso® Enchilada sauce
• 6 ounces Monterey jack cheese, freshly grated
• 4 roma tomatoes, chopped
• 1/4 cup black olives
• 1/2 jalapeño, finely chopped (optional)
• 1 avocado, thinly sliced

Directions:

Step 1: Heat oven to 350 degrees. Place two tortillas on a baking sheet.

Step 2: Mix cumin, paprika and chili powder in enchilada sauce. Mix in bowl with the shredded chicken.

Step 3: Spread a layer of refried beans and top with onion and tomatoes. Top with chicken and cheese. Sprinkle with olives and jalapenos.

Step 4: Bake in oven for 10 minutes or until cheese is melted. Top with lettuce and avocado prior to serving.

Source: http://oldelpaso.com/recipes",http://static.ibotta.com/brands/general+mills/ChixEnchiladaPizza.jpg,http://static.ibotta.com/brands/general+mills/ChixEnchiladaPizza.jpg
8337,2791,social,0.25,"{ ""message"": """", ""description"": ""I just earned cash for buying a DVD using Ibotta!"", ""picture"": ""http://static.ibotta.com/public/social-logo-pink.png"", ""link"": ""http://facebook.com/ibottaapp"", ""name"": ""Ibotta -You Earned It"", ""caption"": ""http://facebook.com/ibottaapp"" }",http://static.ibotta.com/public/social-logo-pink.png,http://static.ibotta.com/public/social-logo-pink.png
8338,2791,getting_to_know_you,0.25,How many children live in your household?,,
8453,2825,social,0.75,"{ ""message"": """", ""description"": ""With Chili's® Make It A Combo, pick two delicious entrees and create one very memorable meal. To keep your mouth watering when you're not at the table, join the conversation on Chili's® Facebook page: FB.com/Chilis"", ""picture"": ""https://s3.amazonaws.com/ibotta-static-assets/brands/chili%27s/Chili%27sFBLogo.jpg"", ""link"": ""http://facebook.com/Chilis"", ""name"": ""Chili's® Make It A Combo"", ""caption"": ""facebook.com/Chilis"" }",https://s3.amazonaws.com/ibotta-static-assets/brands/chili%27s/Chili%27sFBLogo.jpg,https://s3.amazonaws.com/ibotta-static-assets/brands/chili%27s/Chili%27sFBLogo.jpg
8454,2825,quiz,0.5,Which two tasty sides are served with your Make It A Combo meal?,,
8455,2825,fact,0.5,"This holiday season, why settle for one entrée when you can have the taste of two? Choose any two of your favorites below, all served with loaded mashed potatoes & steamed broccoli:

• Half Rack of Baby Back Ribs 
• Monterey Chicken® 
• Margarita Grilled Chicken (Lighter Choice item)
• Salmon with Garlic & Herbs (Also available as Lighter Choice)
• Spicy Garlic & Lime Grilled Shrimp 
• 6 oz. Classic Sirloin (Also available as Lighter Choice)
",,
8511,2845,video,0.25,,http://static-77.ibotta.com/videos/8511/dd460abc-cfa9-43c6-99c1-ed5e5a0363cb.mp4,http://product-images.ibotta.com/offer/171uwFJYf9D9PcrKfphQ_A-normal.png
8512,2845,poll,0.25,Which of these NEW V05® Salon Series™ Shampoo or Conditioner is designed for your hair type?,,
8621,2880,getting_to_know_you,0.25,Which ethnicity do you most identify with?,,
8622,2880,social,0.5,"{ ""message"": """", ""description"": ""I just got paid cash to go see That Awkward Moment using Ibotta! Download the Ibotta app today!"", ""picture"": ""http://static.ibotta.com/brands/Jessie+SF/AwkwardMoment-ticket.png"", ""link"": ""http://facebook.com/ibottaapp"", ""name"": ""Ibotta -You Earned It"", ""caption"": ""http://facebook.com/ibottaapp"" }",http://static.ibotta.com/brands/Jessie+SF/AwkwardMoment-ticket.png,http://static.ibotta.com/brands/Jessie+SF/AwkwardMoment-ticket.png
8623,2880,how_to,0.25,"To ensure you earn cash for seeing
That Awkward Moment
make sure your submitted ticket stub includes:

-Name of movie
-Time and date of showing
-Price of ticket
-Auditorium number
",http://static.ibotta.com/brands/Jessie+SF/Movie-Ticket_Info.png,http://static.ibotta.com/brands/Jessie+SF/Movie-Ticket_Info.png
8627,2882,do_gooder,1,"Orgain™ is dedicated to doing more for the world. 

A portion of the net proceeds of Orgain™ will be given to those dealing with cancer who cannot afford adequate medical and nutritional care. Learn more here: drinkorgain.com",http://www.drinkorgain.com/,
8628,2882,quiz,1,Orgain™ Organic Nutritional Shakes are:,,
